"ID","Species(miRNA)","Species(Target)","miRNA","Target","Reporter assay","Western blot","qPCR","Microarray","NGS","pSILAC","Other","CLIP-Seq","Sum","Number of paper"
"MIRT038062","hsa","hsa","hsa-miR-423-5p","LMNB2","0","0","0","0","1","0","0","0","1","2"
"MIRT038049","hsa","hsa","hsa-miR-423-5p","REPS1","0","0","0","0","1","0","0","0","1","2"
"MIRT038110","hsa","hsa","hsa-miR-423-5p","HIST1H2BK","0","0","0","0","1","0","0","0","1","2"
"MIRT038075","hsa","hsa","hsa-miR-423-5p","MICALL1","0","0","0","0","1","0","0","0","1","2"
"MIRT491991","hsa","hsa","hsa-miR-423-5p","UNK","0","0","0","0","1","0","0","1","2","3"
"MIRT492992","hsa","hsa","hsa-miR-423-5p","NAV1","0","0","0","0","1","0","0","1","2","3"
"MIRT038074","hsa","hsa","hsa-miR-423-5p","FAM110B","0","0","0","0","1","0","0","0","1","2"
"MIRT472958","hsa","hsa","hsa-miR-423-5p","MSANTD3","0","0","0","0","1","0","0","1","2","3"
"MIRT493231","hsa","hsa","hsa-miR-423-5p","MEX3A","0","0","0","0","1","0","0","1","2","3"
"MIRT485697","hsa","hsa","hsa-miR-423-5p","CCDC64","0","0","0","0","1","0","0","1","2","5"
"MIRT493726","hsa","hsa","hsa-miR-423-5p","GPRIN1","0","0","0","0","1","0","0","1","2","3"
"MIRT477211","hsa","hsa","hsa-miR-423-5p","EVI5L","0","0","0","0","1","0","0","1","2","3"
"MIRT459072","hsa","hsa","hsa-miR-423-5p","WFIKKN2","0","0","0","0","1","0","0","1","2","3"
"MIRT494794","hsa","hsa","hsa-miR-423-5p","ANKRD13B","0","0","0","0","1","0","0","1","2","5"
"MIRT494665","hsa","hsa","hsa-miR-423-5p","ARL8A","0","0","0","0","1","0","0","1","2","3"
"MIRT038154","hsa","hsa","hsa-miR-423-5p","PPARGC1B","0","0","0","0","1","0","0","0","1","2"
"MIRT038091","hsa","hsa","hsa-miR-423-5p","AGPAT6","0","0","0","0","1","0","0","0","1","2"
"MIRT484675","hsa","hsa","hsa-miR-423-5p","ZBTB46","0","0","0","0","1","0","0","1","2","9"
"MIRT496775","hsa","hsa","hsa-miR-423-5p","ADAMTS14","0","0","0","0","1","0","0","1","2","3"
"MIRT463958","hsa","hsa","hsa-miR-423-5p","WIPF2","0","0","0","0","1","0","0","1","2","3"
"MIRT038022","hsa","hsa","hsa-miR-423-5p","RC3H1","0","0","0","0","1","0","0","0","1","2"
"MIRT369280","hsa","hsa","hsa-miR-423-5p","ITPRIPL2","0","0","0","0","1","0","0","1","2","3"
"MIRT038118","hsa","hsa","hsa-miR-423-5p","POLR3H","0","0","0","0","1","0","0","0","1","2"
"MIRT038161","hsa","hsa","hsa-miR-423-5p","TUBB","0","0","0","0","1","0","0","0","1","2"
"MIRT038116","hsa","hsa","hsa-miR-423-5p","NUTM1","0","0","0","0","1","0","0","0","1","2"
"MIRT038129","hsa","hsa","hsa-miR-423-5p","FAM83H","0","0","0","0","1","0","0","0","1","2"
"MIRT487463","hsa","hsa","hsa-miR-423-5p","ANKRD42","0","0","0","0","1","0","0","1","2","3"
"MIRT489300","hsa","hsa","hsa-miR-423-5p","B4GALNT4","0","0","0","0","1","0","0","1","2","3"
"MIRT458422","hsa","hsa","hsa-miR-423-5p","KLHL38","0","0","0","0","1","0","0","1","2","7"
"MIRT493009","hsa","hsa","hsa-miR-423-5p","NANOS1","0","0","0","0","1","0","0","1","2","3"
"MIRT482660","hsa","hsa","hsa-miR-423-5p","FAM195B","0","0","0","0","1","0","0","1","2","5"
"MIRT468366","hsa","hsa","hsa-miR-423-5p","SETD8","0","0","0","0","1","0","0","1","2","3"
"MIRT038015","hsa","hsa","hsa-miR-423-5p","TSPYL6","0","0","0","0","1","0","0","0","1","2"
"MIRT038044","hsa","hsa","hsa-miR-423-5p","ZBTB34","0","0","0","0","1","0","0","0","1","2"
"MIRT487048","hsa","hsa","hsa-miR-423-5p","C10orf55","0","0","0","0","1","0","0","1","2","3"
"MIRT038115","hsa","hsa","hsa-miR-423-5p","HIST2H2BF","0","0","0","0","1","0","0","0","1","2"
"MIRT038018","hsa","hsa","hsa-miR-423-5p","PGAM4","0","0","0","0","1","0","0","1","2","4"
"MIRT654231","hsa","hsa","hsa-miR-423-5p","RNF165","0","0","0","0","1","0","0","1","2","3"
"MIRT038041","hsa","hsa","hsa-miR-423-5p","PPIAL4G","0","0","0","0","1","0","0","0","1","2"
"MIRT448590","hsa","hsa","hsa-miR-423-5p","PCP4L1","0","0","0","0","1","0","0","1","2","3"
"MIRT038014","hsa","hsa","hsa-miR-423-5p","RGPD2","0","0","0","0","1","0","0","0","1","2"
"MIRT737402","hsa","hsa","hsa-miR-423-5p","CASC9","1","1","1","0","0","0","0","0","3","1"
"MIRT737112","hsa","hsa","hsa-miR-423-5p","LOC105371414","0","1","1","0","1","0","0","0","3","1"
